id, tenure, age, marital, address, income, ed, employ, gender, reside, longmon, tollmon, wiremon, longten, tollten, wireten, ebill, churn
695, 24, 46, 0, 12, 43, 2, 6, 0, 1, 12.05, 48.25, 28.15, 307.75, 1079.05, 662.2, 1, 0
696, 72, 75, 0, 37, 33, 1, 44, 1, 1, 49.3, 31.75, 0, 3417.4, 2254.15, 0, 0, 0
697, 17, 35, 0, 7, 66, 2, 11, 0, 1, 5.15, 0, 28.05, 79.05, 0, 484.2, 1, 1
698, 65, 72, 0, 46, 12, 2, 0, 0, 1, 29.6, 0, 0, 1872.8, 0, 0, 0, 0
699, 15, 30, 1, 8, 90, 2, 11, 0, 5, 7.35, 18.5, 23, 125.8, 265.55, 375.9, 1, 0
700, 34, 33, 0, 8, 35, 3, 2, 1, 1, 7.5, 0, 0, 258.4, 0, 0, 0, 1
701, 26, 43, 0, 23, 51, 5, 4, 1, 1, 7.9, 0, 0, 267.6, 0, 0, 0, 1
702, 36, 45, 0, 22, 117, 3, 15, 1, 1, 10.5, 0, 0, 429.1, 0, 0, 1, 0
703, 60, 48, 0, 29, 100, 2, 26, 1, 1, 24.4, 42.25, 0, 1567.6, 2481.25, 0, 0, 0
704, 16, 54, 0, 20, 147, 1, 29, 0, 4, 6.95, 23.25, 0, 98.5, 357.95, 0, 0, 0
705, 1, 33, 0, 5, 53, 4, 6, 1, 1, 1.95, 0, 0, 1.95, 0, 0, 0, 1
706, 56, 30, 1, 9, 57, 5, 2, 0, 4, 16.85, 0, 0, 948.3, 0, 0, 1, 0
707, 6, 50, 0, 5, 37, 2, 0, 0, 1, 5.35, 0, 0, 38.4, 0, 0, 1, 0
708, 48, 34, 0, 7, 42, 3, 2, 1, 1, 14.15, 0, 0, 678.3, 0, 0, 0, 0
709, 34, 36, 1, 17, 50, 1, 4, 0, 2, 10.2, 24.5, 0, 326.8, 824.25, 0, 0, 0
710, 54, 42, 1, 0, 55, 4, 2, 0, 5, 14.3, 55.5, 83.7, 695.2, 3086.35, 4138.55, 1, 1
711, 38, 31, 1, 2, 42, 2, 7, 1, 4, 10.8, 22.25, 0, 407.55, 772.5, 0, 0, 0
712, 25, 55, 0, 15, 37, 1, 7, 1, 1, 10.95, 0, 0, 302.8, 0, 0, 0, 1
713, 47, 69, 1, 17, 228, 3, 39, 1, 4, 10.8, 35.5, 50.9, 464.35, 1670.95, 2404.8, 1, 1
714, 72, 62, 1, 35, 163, 5, 31, 0, 2, 28.35, 32.75, 56.55, 2017.6, 2276.3, 4109.9, 0, 0
715, 6, 35, 1, 6, 28, 4, 3, 1, 3, 3.25, 23, 30.3, 9.35, 103.3, 154.55, 0, 0
716, 30, 51, 1, 9, 118, 5, 21, 1, 2, 6.4, 0, 0, 201.4, 0, 0, 0, 0
717, 65, 70, 1, 9, 115, 2, 39, 1, 2, 26.85, 26, 33.75, 1749.6, 1629.65, 2213.65, 1, 0
718, 22, 44, 1, 19, 37, 4, 1, 0, 2, 14.3, 35.25, 0, 332.9, 702.05, 0, 0, 0
719, 60, 53, 0, 32, 93, 1, 28, 0, 1, 13.35, 39.5, 0, 806.35, 2493.9, 0, 0, 0
720, 19, 32, 0, 12, 71, 4, 5, 1, 1, 5.25, 21.5, 47.8, 97.4, 419.25, 928.45, 1, 1
721, 18, 25, 0, 4, 26, 2, 7, 1, 3, 3.3, 27.5, 0, 50.35, 531.1, 0, 0, 0
722, 9, 37, 1, 10, 14, 4, 5, 1, 6, 2.4, 0, 0, 22.6, 0, 0, 0, 1
723, 1, 34, 1, 6, 18, 1, 0, 1, 2, 1.6, 0, 0, 1.6, 0, 0, 0, 1
724, 10, 28, 1, 2, 36, 4, 0, 1, 3, 6.3, 19.75, 22.65, 67.5, 175.15, 205.15, 1, 0
725, 45, 34, 1, 14, 43, 4, 0, 0, 4, 6.55, 0, 0, 315.2, 0, 0, 1, 1
726, 25, 28, 1, 6, 41, 4, 4, 1, 4, 5.8, 14.25, 26.6, 138.85, 363.75, 616.55, 1, 1
727, 66, 39, 0, 1, 66, 2, 15, 1, 1, 11.6, 0, 0, 785.7, 0, 0, 0, 0
728, 27, 67, 0, 1, 33, 4, 19, 1, 1, 3.6, 17.75, 0, 136.9, 481.7, 0, 0, 1
729, 19, 41, 0, 5, 53, 4, 6, 0, 1, 6.45, 0, 0, 157.3, 0, 0, 0, 0
730, 17, 41, 1, 9, 28, 4, 3, 0, 6, 1.8, 0, 0, 27.1, 0, 0, 0, 0
731, 16, 36, 0, 13, 58, 4, 4, 0, 1, 4.85, 18, 0, 89.95, 286.4, 0, 1, 0
732, 8, 42, 1, 2, 129, 4, 17, 1, 3, 6.1, 0, 0, 63.8, 0, 0, 1, 0
733, 3, 25, 0, 0, 65, 4, 0, 1, 1, 3.3, 0, 0, 5.9, 0, 0, 1, 1
734, 59, 57, 0, 26, 311, 3, 36, 1, 1, 28.75, 0, 0, 1719.2, 0, 0, 0, 0
735, 45, 37, 0, 2, 57, 3, 14, 1, 1, 10.8, 0, 0, 508.8, 0, 0, 1, 0
736, 66, 62, 0, 31, 47, 2, 4, 1, 1, 34.25, 21, 0, 2298.25, 1425.35, 0, 0, 0
737, 28, 50, 1, 7, 25, 1, 3, 0, 2, 14.85, 0, 0, 378.85, 0, 0, 0, 0
738, 15, 38, 1, 11, 46, 5, 11, 0, 3, 3.85, 0, 0, 56.3, 0, 0, 0, 1
739, 39, 34, 1, 10, 51, 3, 13, 1, 4, 7.9, 78.75, 38.8, 304.45, 3104.5, 1407.85, 0, 0
740, 38, 33, 0, 4, 19, 2, 5, 1, 2, 8.5, 14.25, 0, 323.85, 590.45, 0, 0, 0
741, 34, 29, 0, 5, 26, 3, 4, 1, 2, 6.75, 0, 0, 195.2, 0, 0, 1, 0
742, 60, 57, 1, 18, 72, 5, 30, 0, 2, 20.35, 29, 55.9, 1263.9, 1806.85, 3353.5, 1, 0
743, 72, 65, 1, 33, 71, 1, 41, 1, 4, 53.65, 22.5, 0, 4036.9, 1717.45, 0, 0, 0
744, 42, 42, 1, 9, 41, 2, 13, 0, 8, 15, 29.25, 0, 597.2, 1250.1, 0, 0, 0
745, 32, 37, 0, 9, 44, 2, 7, 0, 1, 11.25, 0, 0, 359.35, 0, 0, 1, 0
746, 48, 50, 1, 4, 208, 4, 19, 1, 2, 12.9, 22.75, 41.25, 652.9, 1108.9, 1905.85, 1, 1
747, 63, 37, 1, 1, 45, 4, 9, 1, 6, 14.95, 0, 0, 974.15, 0, 0, 1, 0
748, 45, 27, 1, 3, 39, 3, 2, 0, 4, 13.45, 0, 0, 583.9, 0, 0, 0, 0
749, 68, 42, 0, 16, 89, 4, 12, 0, 1, 25.6, 0, 0, 1759.6, 0, 0, 1, 0
750, 6, 29, 1, 4, 19, 2, 5, 1, 2, 4.2, 0, 0, 25.25, 0, 0, 0, 0
751, 68, 57, 1, 33, 15, 2, 0, 1, 2, 16.1, 49, 50.6, 1120.35, 3330.85, 3229.2, 1, 1
752, 72, 68, 1, 26, 59, 2, 36, 1, 2, 58.65, 24, 48.85, 4219.1, 1818, 3401.6, 0, 0
753, 53, 38, 1, 15, 20, 3, 6, 1, 4, 12.05, 0, 20.25, 547.05, 0, 1048.4, 1, 0
754, 20, 51, 1, 11, 27, 4, 6, 0, 3, 9.05, 24.75, 0, 182.95, 490.25, 0, 1, 0
755, 70, 35, 1, 4, 48, 2, 9, 0, 3, 43.6, 0, 0, 3040.8, 0, 0, 0, 0
756, 32, 47, 0, 25, 135, 2, 6, 1, 1, 10.5, 0, 0, 353, 0, 0, 0, 0
757, 61, 52, 1, 23, 19, 1, 0, 0, 2, 18.2, 24.75, 0, 1037.65, 1568.4, 0, 0, 1
758, 24, 25, 1, 3, 28, 4, 0, 0, 3, 10.6, 0, 23.4, 267.3, 0, 533.85, 1, 0
759, 56, 61, 1, 14, 12, 1, 16, 1, 2, 16.85, 0, 0, 881.65, 0, 0, 0, 0
760, 54, 59, 0, 28, 28, 2, 15, 0, 1, 10.7, 0, 19.05, 638.55, 0, 894.1, 0, 0
761, 43, 38, 1, 7, 18, 3, 8, 1, 3, 9.4, 0, 29.4, 411.15, 0, 1159.3, 0, 0
762, 19, 35, 0, 7, 58, 3, 5, 1, 1, 3.65, 37, 43.05, 65.15, 690.85, 741.65, 0, 1
763, 5, 43, 0, 16, 72, 3, 17, 1, 1, 5.55, 15.75, 0, 23.9, 62.25, 0, 0, 0
764, 24, 61, 1, 6, 112, 4, 3, 1, 4, 8.2, 0, 0, 210.25, 0, 0, 1, 1
765, 62, 35, 1, 2, 28, 2, 8, 1, 2, 18.45, 0, 0, 1152.7, 0, 0, 0, 0
766, 14, 40, 0, 13, 398, 5, 11, 1, 1, 6.4, 18, 47.7, 71, 259, 644.35, 1, 1
767, 60, 48, 1, 22, 106, 3, 21, 1, 3, 13.05, 44.25, 69.55, 760.95, 2601.85, 4154.55, 0, 0
768, 30, 74, 1, 12, 10, 1, 3, 1, 2, 7.25, 30.25, 0, 225.3, 906, 0, 0, 0
769, 40, 42, 1, 16, 108, 3, 17, 0, 4, 4.95, 0, 0, 205.65, 0, 0, 1, 1
770, 42, 50, 1, 17, 85, 2, 15, 1, 4, 14.3, 0, 0, 567.95, 0, 0, 0, 0
771, 20, 34, 0, 14, 51, 3, 9, 1, 1, 5.65, 0, 0, 126.4, 0, 0, 0, 1
772, 4, 22, 1, 1, 22, 2, 2, 1, 3, 2.25, 0, 0, 8, 0, 0, 0, 0
773, 44, 49, 1, 2, 66, 2, 8, 1, 4, 4.25, 43.25, 39.55, 184.9, 1980.05, 1655.9, 0, 0
774, 49, 63, 0, 18, 10, 2, 2, 0, 1, 13.9, 33.25, 0, 668.95, 1624.6, 0, 0, 0
775, 5, 36, 1, 2, 34, 1, 4, 1, 2, 3.5, 19.5, 0, 14.2, 105.9, 0, 0, 1
776, 70, 50, 1, 29, 67, 1, 22, 0, 4, 51.9, 0, 0, 3438.4, 0, 0, 0, 0
777, 30, 57, 1, 16, 19, 1, 1, 0, 4, 7.25, 0, 0, 200.1, 0, 0, 0, 1
778, 28, 48, 0, 20, 128, 4, 4, 1, 1, 10, 20.75, 55.3, 313.05, 590.9, 1424.2, 1, 1
779, 5, 28, 1, 3, 39, 5, 1, 0, 6, 4.7, 24.25, 32.5, 30.75, 131.9, 106.2, 0, 0
780, 27, 35, 0, 12, 56, 1, 3, 1, 1, 8.25, 32.5, 33.85, 202.55, 897.95, 805.95, 1, 0
781, 17, 39, 0, 12, 45, 4, 10, 1, 1, 8.65, 0, 0, 133.1, 0, 0, 1, 1
782, 4, 37, 1, 8, 25, 1, 1, 1, 5, 2.5, 0, 0, 9.15, 0, 0, 0, 0
783, 30, 23, 1, 0, 24, 2, 1, 1, 4, 13.35, 22.5, 0, 397.4, 636.35, 0, 0, 0
784, 71, 40, 1, 19, 53, 4, 14, 1, 2, 10.15, 40, 38.35, 781.7, 2912.3, 2590.65, 0, 0
785, 67, 77, 0, 55, 49, 1, 45, 1, 1, 25.35, 0, 0, 1692, 0, 0, 0, 0
786, 24, 48, 1, 3, 38, 1, 16, 1, 2, 5.55, 0, 0, 133.4, 0, 0, 0, 0
787, 24, 54, 1, 7, 84, 3, 10, 1, 2, 11.45, 0, 0, 288.05, 0, 0, 1, 1
788, 59, 54, 0, 32, 126, 1, 22, 1, 1, 13.6, 28.75, 0, 796.4, 1625.1, 0, 0, 0
789, 59, 32, 0, 9, 73, 4, 5, 0, 1, 29.2, 21.5, 0, 1726.6, 1231.9, 0, 1, 1
790, 44, 37, 1, 1, 41, 4, 8, 1, 6, 9.15, 0, 0, 387.95, 0, 0, 1, 0
791, 19, 31, 1, 0, 22, 4, 2, 0, 3, 4.85, 0, 0, 88.9, 0, 0, 0, 1
792, 58, 46, 1, 23, 23, 1, 2, 1, 2, 11.1, 0, 0, 620.75, 0, 0, 0, 0
793, 41, 53, 1, 22, 94, 2, 25, 0, 2, 12.65, 0, 0, 488.15, 0, 0, 0, 0
794, 16, 33, 0, 1, 30, 3, 7, 0, 4, 9.25, 21, 41, 138.5, 282.3, 595.3, 0, 1
795, 13, 36, 0, 11, 31, 2, 0, 0, 1, 2.3, 0, 0, 30.5, 0, 0, 0, 1
796, 60, 53, 0, 22, 171, 1, 37, 1, 1, 9.9, 31.75, 0, 608.65, 1972.1, 0, 0, 0
797, 72, 49, 1, 23, 102, 1, 27, 1, 6, 41.15, 0, 0, 3098.55, 0, 0, 0, 0
798, 33, 39, 0, 17, 27, 4, 3, 1, 1, 9.7, 21.75, 61.6, 294.8, 680.3, 2019.75, 1, 0
799, 72, 45, 1, 25, 98, 4, 20, 1, 2, 30.25, 0, 42.85, 2182.65, 0, 2940.35, 0, 0
800, 66, 54, 1, 8, 591, 4, 25, 1, 2, 25, 34.25, 53, 1636.25, 2242.55, 3538.5, 0, 0
801, 53, 37, 1, 7, 25, 1, 2, 1, 6, 5.4, 52, 0, 291.5, 2794.95, 0, 0, 0
802, 22, 28, 1, 0, 36, 4, 0, 0, 4, 9.7, 21.5, 42.9, 220.75, 480.1, 883.2, 1, 0
803, 14, 26, 1, 1, 25, 2, 0, 1, 3, 4.4, 0, 0, 71.2, 0, 0, 0, 0
804, 52, 49, 0, 18, 69, 2, 13, 1, 2, 18.35, 0, 34.5, 893.25, 0, 1711.7, 0, 0
805, 33, 30, 1, 5, 22, 1, 0, 0, 2, 5.55, 33.75, 30, 211.05, 1129.25, 946.8, 0, 0
806, 72, 66, 0, 26, 67, 2, 37, 1, 1, 39.1, 65, 0, 2743.65, 4748.45, 0, 0, 0
807, 40, 40, 1, 3, 73, 4, 12, 1, 4, 10, 0, 27.15, 376.6, 0, 1035.5, 0, 1
808, 29, 26, 0, 1, 22, 4, 2, 1, 1, 6.1, 0, 35.55, 175.3, 0, 965.9, 1, 1
809, 63, 67, 0, 22, 9, 2, 12, 0, 1, 18.05, 0, 0, 1140.2, 0, 0, 0, 0
810, 56, 54, 0, 25, 147, 3, 31, 1, 1, 12.7, 24.5, 34.2, 763.1, 1348.15, 1848.85, 1, 0
811, 60, 50, 1, 26, 239, 2, 19, 1, 2, 21.5, 77.75, 64.2, 1377, 4628.5, 3756.15, 0, 0
812, 28, 22, 1, 3, 23, 3, 1, 0, 5, 10.95, 0, 0, 263.95, 0, 0, 1, 0
813, 39, 39, 0, 19, 29, 4, 6, 0, 1, 5.95, 0, 0, 227.85, 0, 0, 0, 0
814, 65, 39, 1, 18, 32, 2, 15, 0, 4, 21.1, 0, 0, 1432.8, 0, 0, 0, 0
815, 29, 31, 0, 7, 30, 3, 7, 1, 1, 7.6, 33.75, 0, 240.85, 937.85, 0, 0, 0
816, 28, 36, 0, 8, 57, 2, 13, 1, 2, 9.6, 21.75, 0, 272.85, 607.95, 0, 0, 0
817, 2, 18, 0, 0, 20, 2, 0, 0, 1, 3.75, 22.25, 27.1, 4.45, 44.65, 25.65, 0, 1
818, 67, 52, 0, 13, 248, 2, 20, 1, 3, 35.85, 39.75, 0, 2368.9, 2522.75, 0, 0, 0
819, 5, 35, 1, 9, 59, 3, 8, 1, 5, 3.1, 18.5, 26.4, 21.45, 114.8, 109.6, 1, 0
820, 48, 35, 0, 10, 24, 2, 6, 0, 1, 16.95, 43, 0, 874.45, 2007.4, 0, 0, 0
821, 10, 26, 1, 4, 25, 1, 4, 1, 3, 3.7, 0, 0, 38.2, 0, 0, 0, 0
822, 17, 28, 0, 3, 37, 3, 2, 1, 1, 5.5, 0, 0, 84.25, 0, 0, 0, 1
823, 21, 24, 1, 0, 30, 4, 0, 1, 5, 17.8, 23.75, 31.75, 374.05, 513.65, 642.2, 1, 0
824, 25, 51, 0, 9, 66, 4, 13, 0, 2, 6.45, 16.25, 34.55, 140.85, 415.55, 828.25, 1, 0
825, 44, 31, 0, 8, 16, 1, 3, 0, 1, 14.4, 0, 0, 632.95, 0, 0, 0, 1
826, 59, 49, 0, 28, 429, 4, 23, 1, 2, 10.2, 24.25, 43.35, 592.2, 1524.8, 2450.9, 1, 1
827, 11, 26, 0, 7, 20, 2, 4, 0, 1, 6.95, 0, 0, 84.05, 0, 0, 0, 0
828, 50, 68, 1, 32, 262, 3, 28, 0, 2, 12.4, 20.5, 25.15, 601.1, 993.65, 1217.35, 1, 0
829, 23, 25, 1, 2, 28, 3, 1, 1, 5, 4.15, 0, 0, 94.25, 0, 0, 0, 0
830, 17, 19, 0, 0, 18, 2, 0, 1, 2, 7.1, 0, 0, 120.35, 0, 0, 1, 1
831, 15, 62, 1, 3, 144, 3, 21, 0, 2, 5.25, 15.5, 33.95, 81.05, 237.9, 446.1, 0, 0
832, 68, 57, 1, 38, 33, 1, 9, 1, 2, 13.5, 0, 0, 901, 0, 0, 0, 0
833, 69, 42, 1, 23, 19, 3, 0, 1, 2, 25.95, 0, 0, 1812.15, 0, 0, 1, 0
834, 30, 24, 1, 3, 30, 1, 7, 1, 5, 6.75, 0, 0, 171.75, 0, 0, 0, 1
835, 22, 30, 0, 8, 41, 2, 8, 0, 1, 6.1, 22.75, 21.35, 119.95, 441.25, 467.05, 0, 0
836, 10, 20, 1, 1, 20, 2, 0, 1, 4, 5.9, 0, 0, 48.95, 0, 0, 0, 1
837, 72, 59, 1, 12, 65, 3, 21, 1, 6, 34.65, 0, 0, 2519.3, 0, 0, 0, 0
838, 34, 24, 1, 5, 17, 4, 0, 1, 2, 15.25, 0, 0, 522.45, 0, 0, 0, 0
839, 43, 49, 1, 18, 66, 1, 22, 0, 4, 8.6, 0, 0, 376.7, 0, 0, 0, 0
840, 31, 37, 1, 15, 18, 4, 5, 0, 3, 5.2, 19.5, 39.8, 151.7, 611.1, 1170.3, 1, 0
841, 6, 27, 1, 5, 26, 4, 2, 0, 5, 5.6, 12, 0, 30.35, 72.5, 0, 0, 1
842, 48, 42, 0, 21, 46, 4, 4, 0, 1, 14.45, 0, 0, 618.1, 0, 0, 0, 0
843, 50, 25, 0, 6, 19, 1, 5, 0, 3, 7.25, 0, 0, 356.15, 0, 0, 0, 0
844, 20, 41, 1, 19, 58, 2, 6, 1, 2, 5.25, 0, 0, 98.2, 0, 0, 0, 0
845, 61, 73, 0, 10, 25, 1, 21, 0, 1, 16.65, 0, 0, 965.6, 0, 0, 0, 0
846, 6, 21, 0, 0, 15, 2, 1, 1, 1, 3.65, 0, 0, 19.4, 0, 0, 0, 0
847, 1, 22, 0, 2, 35, 2, 2, 0, 1, 1.65, 0, 0, 1.65, 0, 0, 1, 1
848, 21, 43, 0, 13, 41, 2, 1, 1, 1, 6.15, 23.75, 37.25, 118.15, 497.15, 763.5, 1, 1
849, 7, 32, 0, 1, 71, 4, 3, 0, 2, 3.6, 15.25, 28.05, 19.1, 122.1, 157.15, 1, 0
850, 65, 56, 1, 19, 608, 3, 34, 1, 2, 14.55, 69.5, 68.3, 964.85, 4584.8, 4325.6, 0, 0
851, 64, 37, 0, 10, 44, 4, 9, 1, 1, 16.15, 0, 0, 965.3, 0, 0, 1, 0
852, 4, 30, 0, 0, 41, 2, 0, 0, 2, 2, 0, 0, 9.9, 0, 0, 0, 1
853, 67, 45, 1, 22, 83, 3, 11, 1, 2, 27, 0, 0, 1724.8, 0, 0, 1, 0
854, 22, 35, 0, 12, 28, 2, 3, 0, 2, 6.6, 0, 0, 180.55, 0, 0, 0, 1
855, 51, 37, 1, 17, 101, 2, 10, 1, 2, 14.95, 0, 0, 736.85, 0, 0, 0, 0
856, 50, 28, 0, 6, 28, 1, 10, 1, 1, 6.4, 17.25, 22, 330.95, 851.7, 997, 0, 0
857, 31, 47, 1, 18, 35, 2, 0, 0, 2, 11.95, 0, 0, 390.6, 0, 0, 0, 0
858, 4, 28, 0, 0, 39, 2, 3, 1, 1, 7.1, 15, 0, 23.8, 70.45, 0, 0, 1
859, 60, 56, 0, 19, 51, 4, 11, 0, 1, 15.25, 0, 67, 873.7, 0, 4046.25, 1, 0
860, 7, 31, 1, 12, 31, 2, 7, 1, 6, 5.05, 0, 0, 38.05, 0, 0, 1, 1
861, 20, 40, 0, 2, 209, 4, 15, 1, 1, 7.2, 0, 0, 172.1, 0, 0, 1, 0
862, 19, 23, 1, 4, 37, 3, 1, 1, 4, 8.4, 17.5, 0, 136.05, 302.5, 0, 0, 1
863, 58, 37, 1, 5, 64, 4, 8, 1, 2, 10.8, 58.75, 109.7, 634.75, 3525.55, 6444.95, 1, 1
864, 65, 64, 0, 20, 88, 3, 26, 1, 1, 15.1, 36.25, 48.8, 1017.9, 2202.45, 3242.75, 1, 1
865, 72, 61, 1, 34, 61, 1, 8, 0, 3, 27.35, 0, 0, 1980.15, 0, 0, 0, 0
866, 8, 42, 0, 3, 66, 3, 10, 0, 1, 1.95, 0, 21.5, 16.85, 0, 157.55, 1, 0
867, 33, 40, 1, 14, 19, 3, 5, 0, 2, 5.05, 0, 0, 178.9, 0, 0, 0, 0
868, 18, 34, 1, 4, 42, 2, 14, 1, 5, 6.45, 19, 0, 104.05, 318.75, 0, 0, 0
869, 24, 31, 1, 6, 41, 2, 13, 0, 5, 8.5, 20, 0, 196.8, 480.7, 0, 0, 0
870, 70, 36, 0, 8, 50, 1, 15, 1, 1, 20.55, 0, 0, 1407.15, 0, 0, 0, 0
871, 7, 38, 0, 4, 70, 4, 4, 0, 1, 3.85, 19.25, 17.7, 26.65, 127.5, 129.55, 1, 1
872, 70, 59, 0, 27, 85, 1, 19, 1, 1, 38.9, 62.5, 0, 2711, 4387.3, 0, 0, 0
873, 20, 48, 1, 21, 45, 3, 2, 1, 2, 10.7, 33, 29.4, 192.15, 645.65, 528.3, 0, 1
874, 54, 32, 1, 12, 27, 1, 9, 0, 2, 33.95, 0, 0, 1801.3, 0, 0, 0, 0
875, 36, 48, 0, 28, 29, 1, 2, 0, 1, 6, 0, 0, 222.8, 0, 0, 0, 0
876, 71, 53, 1, 29, 48, 4, 0, 1, 2, 34.95, 28.75, 0, 2506.05, 2074.75, 0, 0, 0
877, 17, 41, 0, 4, 32, 2, 3, 0, 1, 12.6, 9.5, 0, 208, 168, 0, 0, 0
878, 18, 45, 1, 17, 43, 1, 9, 0, 3, 4.45, 17, 0, 78.65, 287.3, 0, 0, 0
879, 16, 27, 0, 8, 16, 5, 0, 1, 1, 5.45, 17.75, 33.9, 102.75, 282.2, 524.2, 1, 1
880, 38, 30, 1, 6, 22, 2, 3, 1, 2, 5.6, 0, 0, 215.05, 0, 0, 1, 0
881, 52, 45, 1, 19, 40, 3, 9, 1, 3, 8.45, 0, 34.1, 512.65, 0, 1740.7, 1, 0
882, 46, 48, 1, 12, 256, 3, 25, 0, 6, 13.8, 31.75, 66, 612.55, 1449, 3064.75, 0, 0
883, 31, 46, 0, 23, 144, 4, 13, 0, 1, 7.6, 15.25, 0, 271.55, 501.15, 0, 1, 0
884, 23, 31, 0, 10, 45, 4, 0, 0, 2, 5, 11.75, 0, 119.5, 275.05, 0, 1, 0
885, 38, 56, 1, 34, 34, 2, 0, 1, 3, 7.8, 0, 24.65, 272.75, 0, 888.45, 0, 0
886, 50, 54, 0, 15, 248, 3, 28, 1, 1, 11.05, 17.25, 29.15, 497.9, 833.85, 1453.85, 0, 0
887, 16, 49, 0, 17, 41, 2, 5, 0, 1, 4.1, 14, 31.8, 62.45, 260.05, 521.35, 0, 0
888, 14, 34, 1, 4, 27, 4, 1, 1, 2, 6.05, 23.5, 37.85, 90.2, 313.8, 474, 1, 0
889, 30, 52, 0, 23, 17, 3, 3, 1, 1, 10.3, 0, 0, 367.4, 0, 0, 0, 1
890, 22, 47, 1, 0, 44, 4, 11, 1, 3, 9, 21.25, 57, 194.55, 466.9, 1264.05, 1, 1
891, 38, 55, 1, 12, 135, 2, 24, 0, 4, 12.15, 31.75, 0, 467.75, 1167.65, 0, 1, 0
892, 59, 26, 1, 3, 41, 4, 1, 1, 3, 12.65, 0, 29.15, 804, 0, 1707.1, 0, 1
893, 54, 55, 0, 1, 587, 3, 33, 0, 1, 13, 0, 0, 650.85, 0, 0, 0, 0
894, 9, 40, 0, 13, 38, 4, 7, 1, 1, 3.35, 21, 59.55, 37.7, 179.8, 482.1, 1, 1
895, 67, 67, 1, 38, 49, 2, 10, 1, 2, 14.3, 0, 0, 924.55, 0, 0, 1, 0
896, 24, 44, 0, 19, 33, 3, 0, 1, 2, 4.65, 0, 0, 100.95, 0, 0, 1, 0
897, 12, 55, 1, 13, 36, 1, 5, 1, 2, 5.95, 0, 0, 73.35, 0, 0, 0, 1
898, 26, 47, 0, 13, 54, 3, 0, 0, 1, 7.1, 16, 23.5, 205.4, 484.9, 547.75, 1, 0
899, 3, 32, 0, 4, 58, 2, 11, 0, 4, 2.75, 15.75, 28.55, 5.7, 49.65, 67.7, 1, 1
900, 20, 46, 0, 2, 23, 5, 4, 1, 2, 4.75, 0, 0, 82.3, 0, 0, 1, 0
901, 5, 52, 1, 0, 97, 5, 9, 0, 2, 3.1, 16.5, 40.3, 12.9, 83, 162.75, 0, 1
902, 58, 53, 0, 19, 207, 3, 12, 1, 1, 7.3, 29.5, 62.8, 447.15, 1653.9, 3613.3, 1, 1
903, 54, 28, 1, 2, 21, 3, 3, 0, 4, 10.4, 0, 0, 567.55, 0, 0, 0, 0
904, 52, 39, 0, 6, 119, 3, 18, 1, 1, 10.5, 25, 0, 556.5, 1280.9, 0, 1, 0
905, 38, 30, 1, 10, 25, 1, 5, 1, 4, 3.95, 0, 0, 179.75, 0, 0, 0, 0
906, 19, 46, 0, 5, 59, 3, 17, 0, 1, 5.6, 9, 0, 97.25, 191.25, 0, 0, 0
907, 22, 33, 1, 2, 24, 1, 3, 0, 4, 7.1, 0, 0, 153.4, 0, 0, 1, 0
908, 49, 35, 1, 15, 113, 4, 4, 0, 5, 16.1, 0, 0, 818.45, 0, 0, 1, 0
909, 5, 39, 0, 0, 22, 1, 0, 1, 2, 4.7, 19, 0, 32.95, 106.85, 0, 0, 0
910, 18, 69, 0, 28, 11, 1, 17, 0, 1, 3.85, 0, 0, 62.75, 0, 0, 0, 0
911, 43, 29, 0, 4, 33, 1, 13, 1, 4, 22.05, 18.75, 24.95, 1042.95, 830.75, 1124.25, 0, 0
912, 17, 50, 0, 2, 205, 5, 19, 0, 1, 6.95, 21.25, 36.65, 121.45, 371.2, 620.3, 1, 1
913, 37, 33, 0, 4, 41, 3, 8, 1, 3, 9.2, 0, 0, 347.1, 0, 0, 1, 1
914, 8, 39, 0, 0, 39, 1, 7, 1, 1, 3.15, 10.75, 0, 29.05, 83.55, 0, 0, 0
915, 51, 46, 1, 8, 107, 2, 21, 1, 6, 17.3, 25.75, 37.4, 840, 1396.75, 1832.25, 0, 0
916, 71, 55, 1, 11, 198, 1, 31, 1, 3, 17.8, 44.25, 0, 1218, 3058.5, 0, 0, 0
917, 56, 53, 1, 23, 100, 5, 14, 1, 2, 14.15, 0, 0, 752.9, 0, 0, 1, 0
918, 70, 68, 0, 21, 1131, 2, 45, 0, 1, 14.85, 57.5, 39.5, 1104.4, 3926.65, 2798.25, 0, 0
919, 62, 53, 0, 14, 360, 3, 26, 1, 2, 31.9, 53.25, 0, 1892.85, 3232.05, 0, 0, 0
920, 50, 52, 1, 22, 162, 2, 27, 1, 2, 12.85, 24.25, 42.85, 599.05, 1238.2, 2032.3, 1, 0
921, 1, 31, 0, 3, 29, 5, 2, 1, 3, 1.45, 0, 0, 1.45, 0, 0, 1, 1
922, 15, 26, 0, 1, 38, 4, 1, 0, 2, 7.4, 0, 0, 91.7, 0, 0, 1, 1
923, 72, 55, 1, 24, 82, 3, 25, 1, 2, 62.3, 0, 0, 4333, 0, 0, 1, 0
924, 69, 47, 1, 10, 159, 2, 24, 0, 4, 25.2, 0, 0, 1714.7, 0, 0, 0, 1
925, 32, 44, 0, 10, 201, 2, 24, 0, 1, 7.65, 28, 0, 237.85, 895.05, 0, 0, 0
