date,power,latitude,longitude,place
1982-08-29 15:34,3.5,37.1 N,126.0 E,서해중부 덕적군도 서쪽 해역
1982-08-29 15:29,3.3,37.1 N,125.9 E,서해중부 덕적군도 서쪽 해역
1982-08-29 3:18,4,37.2 N,125.9 E,서해중부 덕적군도 서쪽 해역
1982-05-27 19:21,3.5,38.6 N,125.8 E,황해도 사리원-황주 지역
1982-03-30 6:13,3,36.4 N,127.6 E,충남 대전시 북동부 지역
1982-03-28 1:04,3.6,37.6 N,125.3 E,황해도 옹진군 남부 연안 해역
1982-03-01 0:28,4.7,37.2 N,129.8 E,경북 울진 북동쪽 약 45km 해역
1982-02-25 19:14,3.4,38.8 N,125.7 E,평남 황해도 경계 중화-송림 지역
1982-02-24 23:27,2.6,36.1 N,127.5 E,충청남도 금산군 지역
1982-02-14 23:37,4.5,38.3 N,125.7 E,황해도 사리원 남서부 지역
1982-02-12 6:48,2.7,34.5 N,128.2 E,남해동부 욕지도 부근 해역
1981-12-03 12:25,3,38.9 N,125.9 E,평안남도 중화군 지역
1981-10-10 0:17,2.6,37.3 N,128.7 E,강원도 정선군지역
1981-09-25 3:18,3.4,39.7 N,125.5 E,평안북도 박천군 지역
1981-09-23 8:13,3.5,36.9 N,126.3 E,충청남도 서산군 북부 지역
1981-09-06 12:59,2.6,39.6 N,126.6 E,평안남도 맹산-영흥군 지역
1981-08-27 21:35,3.5,35.8 N,129.8 E,경상북도 포항 동남동쪽 약 50km 해역
1981-06-14 20:57,2.8,37.8 N,125.7 E,서해중부 해주만 해역
1981-06-10 12:59,3,39.5 N,125.8 E,평안남도 순천-안주군 지역
1981-05-21 18:09,3,38.7 N,126.1 E,평남 황해도 경계 지역
1981-05-19 13:59,2.8,39.4 N,125.6 E,평안남도 평원군 지역
1981-04-15 11:47,4.8,35.9 N,130.1 E,경상북도 포항 동쪽 약 65km 해역
1981-04-06 18:42,3.7,38.9 N,125.4 E,평안남도 강성-용강군 지역
1981-04-03 18:39,2.6,36.0 N,128.9 E,경상북도 영천-팔공산 지역
1981-03-10 15:24,3,38.9 N,125.7 E,평안남도 중화군 지역
1981-01-02 19:08,3.5,39.7 N,124.8 E,평안북도 서쪽 인근 해역
1980-12-29 13:00,2.8,39.8 N,126.4 E,평안북도 박천군 지역
1980-12-24 21:38,2.7,36.0 N,128.6 E,경북 칠곡 지역
1980-12-23 7:04,2.5,38.2 N,129.4 E,강원도 강릉 북동쪽 약 60km 해역
1980-12-06 0:08,2.8,38.4 N,126.1 E,황해도 서흥 지역
1980-12-01 20:46,3,40.7 N,127.2 E,함경남도 장진군 지역
1980-12-01 13:29,3.5,40.7 N,127.2 E,함경남도 장진군 지역
1980-11-28 14:27,2.7,38.8 N,125.6 E,평안남도 황해도 경계 송림 지역
1980-11-28 12:59,2.6,39.4 N,125.8 E,평안남도 순천군 지역
1980-09-25 13:00,2.6,39.5 N,126.0 E,평안남도 순천군 지역
1980-08-23 11:24,2.5,37.1 N,125.3 E,서해중부 덕적군도 해역
1980-07-26 5:59,3.5,38.8 N,125.7 E,평남 황해도 경계 송림-중화 지역
1980-06-30 23:00,3.6,34.0 N,126.0 E,남해 해역
1980-06-30 13:29,2.8,39.4 N,125.7 E,평안남도 순천 서부 지역
1980-05-15 14:43,3.1,38.3 N,125.7 E,황해도 재령 지역
1980-01-08 8:44,5.3,40.2 N,125.0 E,평안북도 서부 의주-삭주-귀성 지역
1979-12-25 16:55,3.2,38.8 N,126.3 E,황해도 북동부 수안 부근 지역
1979-12-20 15:07,3,36.2 N,127.3 E,충청남도 대전 남서부 지역
1979-12-19 7:32,3.5,35.4 N,127.5 E,전라북도 남원 남동부 지역
1979-11-19 4:13,3.2,35.9 N,126.1 E,전라북도 군산 서쪽 약 50km 해역
1979-10-27 12:59,3.7,39.5 N,125.7 E,평안남도 순천 서부 지역
1979-10-10 6:59,3.1,38.9 N,125.7 E,평안남도 평양 남서부 지역
1979-08-30 0:39,3,38.3 N,127.9 E,강원도 중북부 지역
1979-08-24 8:30,3.8,36.6 N,124.0 E,서해 중부 해역
1979-08-18 16:34,2.4,37.0 N,126.4 E,충청남도 태안반도 북부 지역
1979-08-14 10:05,2.5,39.5 N,125.8 E,평안남도 서부 지역
1979-08-13 12:12,3.5,36.3 N,128.5 E,경상북도 의성-구미 지역
1979-04-24 5:44,3,36.8 N,128.5 E,경상북도 영주-예천 지역
1979-04-09 8:49,3.3,39.7 N,125.7 E,평안남도 북부 지역
1979-03-12 11:09,3.8,36.6 N,126.7 E,충청남도 홍성읍
1979-02-24 19:00,2.9,36.6 N,126.7 E,충청남도 홍성읍
1979-02-24 14:44,2.7,38.3 N,125.1 E,황해도 서부 지역
1979-02-08 8:52,4,36.6 N,126.7 E,충청남도 홍성읍
1979-02-04 9:29,3.7,38.4 N,125.7 E,황해도 재령 지역
1979-01-30 0:33,3,36.1 N,128.3 E,경상북도 구미 지역
1979-01-29 10:06,3.3,38.3 N,126.0 E,황해도 중부 지역
1979-01-24 0:40,3,35.7 N,126.0 E,전북 변산반도 서쪽 약 40km 해역
1979-01-01 0:11,2.9,36.6 N,126.7 E,충청남도 홍성읍
1978-12-12 21:58,3.3,35.9 N,126.3 E,전북 군산 서쪽 약 40km 해역
1978-12-04 15:16,2.8,37.4 N,128.7 E,강원도 정선 지역
1978-11-23 11:06,4.6,38.4 N,125.6 E,황해도 재령지역
1978-10-07 18:19,5,36.6 N,126.7 E,충남 홍성읍
1978-09-16 2:07,5.2,36.6 N,127.9 E,충북 속리산 부근 지역
1978-08-30 2:29,4.5,39.1 N,124.2 E,평남 서부 해역
